,tcompound,tdate,tneg,tneu,tpos,tsource,ttext
151,0.0,Sat Jul 21 18:15:08 +0000 2018,0.0,1.0,0.0,CNN,Thailand slams foreign media for interviewing cave boys https://t.co/mQ77N1RpLo https://t.co/7cVYJohodf
152,0.5106,Sat Jul 21 18:00:11 +0000 2018,0.0,0.82,0.18,CNN,Baby girl born in Texas Chick-fil-A gets free food for life and a future job https://t.co/gPcd5Vs8h5 https://t.co/LvU1nddzBa
153,-0.2263,Sat Jul 21 17:45:07 +0000 2018,0.137,0.863,0.0,CNN,Gaza truce shaky after Israeli tank responds to reported fence breach https://t.co/IO50kxSkDF https://t.co/NM6pIV0B5F
154,0.0,Sat Jul 21 17:30:08 +0000 2018,0.0,1.0,0.0,CNN,New York Gov. Andrew Cuomo's large lead against candidate Cynthia Nixon in the upcoming gubernatorial primary is em… https://t.co/FzIqGJpjqp
155,0.0,Sat Jul 21 17:15:06 +0000 2018,0.0,1.0,0.0,CNN,The age of Alexandria Ocasio-Cortez https://t.co/nAfXUYIpB2 | Analysis by Gregory Krieg https://t.co/QeNO8434Xl
156,0.2023,Sat Jul 21 17:00:09 +0000 2018,0.0,0.87,0.13,CNN,"Treasury Secretary Steven Mnuchin says President Trump ""supports"" the Federal Reserve's independence… https://t.co/iWEb2WsdYw"
157,0.6705,Sat Jul 21 16:45:09 +0000 2018,0.0,0.744,0.256,CNN,Spain's right-wing Popular Party has elected 37-year-old Pablo Casado Blanco as its new leader at an extraordinary… https://t.co/QwFVd0OBJd
158,-0.6597,Sat Jul 21 16:30:02 +0000 2018,0.227,0.773,0.0,CNN,"It could take a year to get answers on the duck boat tragedy, official says https://t.co/yjdMUXKIY3 https://t.co/nfM7rOPpA9"
159,0.5719,Sat Jul 21 16:15:04 +0000 2018,0.0,0.791,0.209,CNN,"Why we should ditch the ""perfect woman"" myth, writes Reshma Saujani for @CNNOpinion https://t.co/q6kMx4AHar https://t.co/qlE5QOtgLx"
160,0.0,Sat Jul 21 21:12:29 +0000 2018,0.0,1.0,0.0,Fox News,"Millennials choosing ‘Instagrammable’ destinations for next trip, survey says
https://t.co/yonP7ZRgjE"
161,-0.34,Sat Jul 21 21:10:11 +0000 2018,0.167,0.833,0.0,Fox News,"Police officer goes the extra mile, carries woman's groceries uphill after fire https://t.co/ZIynGUZMJj"
162,0.0,Sat Jul 21 21:07:59 +0000 2018,0.0,1.0,0.0,Fox News,Mueller team wants to question Roger Stone associate Kristin Davis as part of Russia probe; @Garrett_FoxNews report… https://t.co/Mkvo6Xberg
163,0.0,Sat Jul 21 21:05:00 +0000 2018,0.0,1.0,0.0,Fox News,".@RepDeSantis: ""Putin meddled because he knew he could get away with it under Obama."" https://t.co/9tQ1EithoX"
164,0.0,Sat Jul 21 21:00:01 +0000 2018,0.0,1.0,0.0,Fox News,.@JoeBiden: “This administration’s policies that literally rip babies from the arms of their mothers and fathers -… https://t.co/0stKhBKI9u
165,0.5423,Sat Jul 21 20:57:03 +0000 2018,0.093,0.651,0.256,Fox News,Virginia auto tech hailed as hero after rescuing kitten stuck in car fender for 45 miles https://t.co/biuhOV9NRy
166,0.6369,Sat Jul 21 20:54:22 +0000 2018,0.0,0.802,0.198,Fox News,"The dating swamp: How finding love in DC may be impossible for young Trump and GOP staffers
https://t.co/sPv5lwgmdH"
167,0.34,Sat Jul 21 20:51:36 +0000 2018,0.0,0.844,0.156,Fox News,"On ""Cavuto Live,"" former ICE Director Thomas Homan discussed border security policy. https://t.co/sW0LdsyGAj https://t.co/Y8ePSsJvit"
168,-0.5106,Sat Jul 21 20:49:20 +0000 2018,0.18,0.82,0.0,Fox News,"Turkish court orders U.S. pastor to remain in prison, next trial date set for October. https://t.co/UAUXtsh8Ci"
169,-0.9081,Sat Jul 21 20:47:09 +0000 2018,0.487,0.513,0.0,Fox News,Suspect in murder of Hawaii police officer killed in shootout with law enforcement https://t.co/9ZVz1V5Qcm https://t.co/3rcJiAmdwo
170,-0.8834,Sat Jul 21 20:40:10 +0000 2018,0.585,0.415,0.0,Fox News,Dallas officer killed by suspected drunk driver while on funeral escort https://t.co/mVWs18CGHZ
171,0.796,Sat Jul 21 20:37:06 +0000 2018,0.083,0.604,0.313,Fox News,".@RepMcCaul: ""The tax cuts have been very successful. They've primed this economy, one of the best economies we've… https://t.co/5RQMT4ZWub"
172,-0.4019,Sat Jul 21 20:34:31 +0000 2018,0.162,0.838,0.0,Fox News,Lou Holtz: Players 'Hurting the Future' by Kneeling for National Anthem Before NFL Games https://t.co/pIhx0MCfV2
173,0.0,Sat Jul 21 20:32:53 +0000 2018,0.0,1.0,0.0,Fox News,Maine beachgoers find decomposing body of possible basking shark: 'It was foul' https://t.co/NxZ7rfwo8h
174,-0.5859,Sat Jul 21 20:29:20 +0000 2018,0.304,0.696,0.0,Fox News,"Republicans, Democrats look to use Kavanaugh nomination as weapon in midterm fight
https://t.co/5BVLBQLwiH"
175,0.0,Sat Jul 21 20:27:00 +0000 2018,0.0,1.0,0.0,Fox News,".@GovMikeHuckabee: ""The people that serve us in the police agencies do so overworked, underpaid, underappreciated,… https://t.co/B9R7WipqUW"
176,0.0,Sat Jul 21 20:24:00 +0000 2018,0.0,1.0,0.0,Fox News,"Sunday at 8p ET: Watch a revealing interview with @Aerosmith frontman @IamStevenT on 'OBJECTified,' hosted by… https://t.co/47Narkg9yG"
177,0.0,Sat Jul 21 20:22:10 +0000 2018,0.0,1.0,0.0,Fox News,Historic plane crashes at Texas airport; 13 passengers onboard survive https://t.co/gYvRQb5lYc
178,-0.3182,Sat Jul 21 20:17:47 +0000 2018,0.173,0.827,0.0,Fox News,"Man loses 280 pounds in two years after walking 6,000 miles https://t.co/OwzB3AKoHW"
179,-0.5574,Sat Jul 21 20:14:25 +0000 2018,0.265,0.735,0.0,Fox News,"Trump calls Cohen's taping of phone call 'inconceivable,' possibly illegal https://t.co/DsXMvZSiob"
180,-0.6705,Sat Jul 21 21:00:11 +0000 2018,0.302,0.698,0.0,The New York Times,"On Monday, Israel's Parliament blocked critical groups from speaking in schools. 

On Tuesday, it cut off Palestini… https://t.co/2uGUbQ7MD6"
181,0.3612,Sat Jul 21 20:45:05 +0000 2018,0.0,0.839,0.161,The New York Times,"China is ready for the future, even if the future hasn’t quite arrived https://t.co/NnRydRzZVs"
182,0.4588,Sat Jul 21 20:30:11 +0000 2018,0.0,0.857,0.143,The New York Times,Kristin Davis said she didn't believe that Robert Mueller's interest had to do with her running a prostitution serv… https://t.co/J8Nj2Fm90T
183,-0.296,Sat Jul 21 20:15:05 +0000 2018,0.128,0.872,0.0,The New York Times,"A transgender woman said that a CVS pharmacist refused to fill a prescription for hormone therapy. CVS apologized,… https://t.co/n3mvTky7rd"
184,0.7717,Sat Jul 21 20:00:12 +0000 2018,0.0,0.729,0.271,The New York Times,This one pot coconut-poached fish with bok choy dish couldn’t be easier to assemble (and it looks beautiful too)… https://t.co/8aabgkGo3i
185,-0.8658,Sat Jul 21 19:47:47 +0000 2018,0.35,0.65,0.0,The New York Times,"The ""crying Nazi"" has been barred from Virginia for 5 years: He pleaded guilty to 2 counts of assault and battery a… https://t.co/Dyvnl2wNDu"
186,0.3321,Sat Jul 21 19:30:07 +0000 2018,0.0,0.878,0.122,The New York Times,Prosecutors believe that American Media Inc. acted more as a political supporter than as a news organization as it… https://t.co/f2RMu70uHf
187,0.121,Sat Jul 21 19:15:04 +0000 2018,0.133,0.71,0.157,The New York Times,It rarely pays to be loyal in the NBA these days. Clipper Darrell doesn't care. https://t.co/F0vZmFwcY9
188,0.296,Sat Jul 21 19:00:06 +0000 2018,0.0,0.761,0.239,The New York Times,"Before creating a multigenerational home, do your research https://t.co/o2uztOpT4i"
189,0.8271,Sat Jul 21 18:45:07 +0000 2018,0.0,0.697,0.303,The New York Times,"Tut tut, it looks like rain. Here are 33 New York cultural institutions you can visit for free, all thanks to your… https://t.co/VICG5bvroI"
190,0.6072,Sat Jul 21 18:30:09 +0000 2018,0.0,0.802,0.198,The New York Times,When's the confirmation for Supreme Court nominee Brett Kavanaugh? What's happened since the announcement? Get caug… https://t.co/YvlNo0wlZN
191,-0.4767,Sat Jul 21 18:15:07 +0000 2018,0.134,0.866,0.0,The New York Times,"In Opinion

Op-Ed columnist Frank Bruni writes, ""We got it wrong in 2016. We can get it right in 2018."" https://t.co/AAjuEBhpiF"
192,0.0,Sat Jul 21 18:00:11 +0000 2018,0.0,1.0,0.0,The New York Times,Experience in augmented reality the hazards that rescuers faced in a Thai cave as they brought 12 boys and their so… https://t.co/PbiUK0Htu3
193,0.5994,Sat Jul 21 17:45:06 +0000 2018,0.0,0.606,0.394,The New York Times,The Iron Lady loved teddy bears https://t.co/KnBfUGHy0C
194,-0.2023,Sat Jul 21 17:30:06 +0000 2018,0.079,0.921,0.0,The New York Times,"2 men were charged in the theft of $8 million in rare books and items from a Pittsburgh library, in a scheme that l… https://t.co/AnSGZBFzEY"
195,0.2263,Sat Jul 21 17:15:06 +0000 2018,0.0,0.899,0.101,The New York Times,"Fiat Chrysler’s CEO, Sergio Marchionne, is stepping down for health reasons. His successor, Mike Manley, leads the… https://t.co/i7WRnqNoTu"
196,-0.7351,Sat Jul 21 17:00:08 +0000 2018,0.237,0.763,0.0,The New York Times,"In Opinion 

Beth Macy writes, ""Only in death are those who are addicted seen as victims, as patients who might hav… https://t.co/tyCYm4g3F1"
197,-0.4019,Sat Jul 21 16:45:08 +0000 2018,0.162,0.838,0.0,The New York Times,"The Brazilian military’s push into politics is a major shift — and for many, a worrisome one https://t.co/Quk9NmEMbb"
198,0.0,Sat Jul 21 16:30:06 +0000 2018,0.0,1.0,0.0,The New York Times,Despite the dramatic overhaul of the city’s leadership following the deadly white nationalist rally in Charlottesvi… https://t.co/dwAE0BOROy
199,0.34,Sat Jul 21 16:15:03 +0000 2018,0.0,0.862,0.138,The New York Times,The national security establishment appears to be following a radically different Russia policy than the president https://t.co/5v8Vx4v6Zo
200,-0.6908,Sat Jul 21 08:33:53 +0000 2018,0.439,0.561,0.0,BBC News (UK),Wolverhampton shooting: Police begin murder inquiry https://t.co/guMYwEMcpk
201,0.0,Sat Jul 21 07:24:24 +0000 2018,0.0,1.0,0.0,BBC News (UK),Declan McKenna: My 12 months on the road https://t.co/uZyDHT04of
202,0.0,Sat Jul 21 00:38:35 +0000 2018,0.0,1.0,0.0,BBC News (UK),Facebook investigates data firm Crimson Hexagon https://t.co/QAOOV5GvPK
203,0.4019,Sat Jul 21 00:31:03 +0000 2018,0.0,0.748,0.252,BBC News (UK),The celebrities 'banned' from the prime minister's party https://t.co/SXuhHmopD4
204,0.4767,Sat Jul 21 00:25:39 +0000 2018,0.0,0.744,0.256,BBC News (UK),"Sooty at 70: Magic, water pistols and enduring popularity https://t.co/QzjbNeE5F5"
205,-0.5719,Sat Jul 21 00:12:11 +0000 2018,0.381,0.619,0.0,BBC News (UK),Mortgage misery: The homeowners facing repossession https://t.co/1Xwz6q7LpX
206,-0.4215,Sat Jul 21 00:04:10 +0000 2018,0.286,0.714,0.0,BBC News (UK),Mourners to wear pink for Alesha farewell https://t.co/meXYWBRO9G
207,0.0,Fri Jul 20 23:34:54 +0000 2018,0.0,1.0,0.0,BBC News (UK),Lovell lights: turning a telescope into an art installation https://t.co/jQtAS06Ah4
208,-0.296,Fri Jul 20 23:24:48 +0000 2018,0.18,0.82,0.0,BBC News (UK),Will Gompertz reviews Mamma Mia: Here We Go Again ★★★☆☆ https://t.co/uJipIYjLpy
209,-0.4588,Fri Jul 20 22:32:15 +0000 2018,0.273,0.727,0.0,BBC News (UK),Newspaper headlines: Britain's Brexit plan 'savaged by EU' https://t.co/hMY4yWreKT
210,-0.3626,Fri Jul 20 21:56:51 +0000 2018,0.162,0.838,0.0,BBC News (UK),"Saturday's Guardian: ""Schools need less stress and more cash - Minister"" #tomorrowspaperstoday #bbcpapers (via… https://t.co/xMGgG5VLg2"
211,-0.765,Fri Jul 20 21:47:26 +0000 2018,0.398,0.602,0.0,BBC News (UK),James Gunn: Guardians of the Galaxy director fired over offensive tweets https://t.co/wTYdUYLtrt
212,-0.5267,Fri Jul 20 21:41:51 +0000 2018,0.274,0.726,0.0,BBC News (UK),Dog trapped in engine during Bangor to Belfast drive https://t.co/Ed2apBFHif
213,0.0,Fri Jul 20 21:36:30 +0000 2018,0.0,1.0,0.0,BBC News (UK),"Saturday's FT: ""GSK board weighs spin-off options"" #tomorrowspaperstoday #bbcpapers (via @hendopolis) https://t.co/COdF4oLXeT"
214,0.0,Fri Jul 20 21:35:44 +0000 2018,0.0,1.0,0.0,BBC News (UK),"Saturday's Mirror: ""Boris won’t budge"" #tomorrowspaperstoday #bbcpapers (via @hendopolis)  https://t.co/SL3QxkJrfp"
215,-0.4588,Fri Jul 20 21:35:00 +0000 2018,0.2,0.8,0.0,BBC News (UK),"Saturday's Express: ""Brexit plan savaged  by EU 'mafia'"" #tomorrowspaperstoday #bbcpapers (via @hendopolis) https://t.co/lEPsuGPHme"
216,-0.1531,Fri Jul 20 21:34:22 +0000 2018,0.203,0.625,0.172,BBC News (UK),"Saturday's Daily Telegraph: ""Cabinet at war over free movement"" #tomorrowspaperstoday #bbcpapers (via @hendopolis) https://t.co/KcshloUseO"
217,0.0,Fri Jul 20 21:33:28 +0000 2018,0.0,1.0,0.0,BBC News (UK),"Saturday's Daily Mail: ""Now there’s a surprise!"" #tomorrowspaperstoday #bbcpapers (via @hendopolis) https://t.co/M5GALRAbH0"
218,-0.5719,Fri Jul 20 21:32:41 +0000 2018,0.222,0.778,0.0,BBC News (UK),"Saturday's Times: ""Over 70,000 children put on pills for depression"" #tomorrowspaperstoday #bbcpapers (via… https://t.co/8eF5MsvgbH"
219,-0.2263,Fri Jul 20 21:32:01 +0000 2018,0.137,0.863,0.0,BBC News (UK),"Saturday's i: ""EU tears up Britain’s exit plan"" #tomorrowspaperstoday #bbcpapers (via @hendopolis) https://t.co/K3Fpq34UKI"
220,0.0,Tue Jul 17 17:22:27 +0000 2018,0.0,1.0,0.0,CBS,🏝🔥💵 #WorldEmojiDay
221,0.0,Tue Jul 17 17:22:27 +0000 2018,0.0,1.0,0.0,CBS,🐮⚖️ #WorldEmojiDay
222,0.0,Tue Jul 17 17:22:27 +0000 2018,0.0,1.0,0.0,CBS,🏠📹📹📹 #WorldEmojiDay
223,0.0,Tue Jul 17 17:22:27 +0000 2018,0.0,1.0,0.0,CBS,👶💥🌎🔬 #WorldEmojiDay
224,0.0,Tue Jul 17 17:22:26 +0000 2018,0.0,1.0,0.0,CBS,💥🌎🔬 #WorldEmojiDay
225,0.807,Tue Jul 17 17:22:26 +0000 2018,0.0,0.742,0.258,CBS,Celebrate #WorldEmojiDay with a fun game! Use the emoji sequences below to guess the CBS show. 👇 Tweet your respons… https://t.co/LCqvuVtkXK
226,0.1139,Fri Jul 13 21:35:01 +0000 2018,0.0,0.922,0.078,CBS,"Stand up. Speak up. Blow the whistle. 

Don't miss the premiere of the @TrueCrimeCBS series #Whistleblower tonight… https://t.co/uNhx4Codc2"
227,-0.4404,Fri Jul 13 21:15:41 +0000 2018,0.132,0.868,0.0,CBS,"RT @TheNeighborhood: There's a new family on the block, and they're about to turn this neighborhood upside down. @CedEntertainer and @Tichi…"
228,0.0,Fri Jul 13 17:49:38 +0000 2018,0.0,1.0,0.0,CBS,Take a walk down @YandR_CBS memory lane with stars @JessWaltonYR and Peter Bergman! You can watch full episodes of… https://t.co/MZEUfiJJyb
229,0.6514,Thu Jul 12 01:01:24 +0000 2018,0.0,0.718,0.282,CBS,RT @TKOCBS: Prepare to have some major FUN. #TKO starts NOW! https://t.co/i2ftL6GCj5
230,0.5562,Wed Jul 11 21:44:45 +0000 2018,0.0,0.826,0.174,CBS,"It’s fun, different, unique, and finally here! @TKOCBS hosted by @KevinHart4real premieres at 9/8c on CBS and… https://t.co/MCeVLVK85i"
231,0.5411,Wed Jul 11 19:09:34 +0000 2018,0.0,0.857,0.143,CBS,"RT @MagnumPICBS: Talk about hands-on research! #MagnumPI's cast had the honor of joining the US Navy Submarine Force, US Pacific Fleet #Sub…"
232,0.0,Mon Jul 09 23:55:07 +0000 2018,0.0,1.0,0.0,CBS,Time to mark your calendars! CBS' fall 2018 premiere lineup has been announced: https://t.co/yYv3H9aEO7 https://t.co/lRxAA7suie
233,-0.3818,Mon Jul 09 18:53:34 +0000 2018,0.106,0.894,0.0,CBS,"RT @TKOCBS: The Ball Buster, the Frisboom, the Spike Launcher, and the Slammer… Get to know all of the #TKO Battle Stations: https://t.co/2…"
234,0.3182,Mon Jul 09 18:09:00 +0000 2018,0.0,0.897,0.103,CBS,"RT @cbsallaccess: How much does it cost to bury the truth? #OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/2HdY…"
235,0.4019,Fri Jul 06 22:22:55 +0000 2018,0.0,0.847,0.153,CBS,"RT @SalvationCBS: Mark your calendars, #Salvies: Monday's new #SalvationCBS will air at a special time, 10/9c. https://t.co/RUh1J7cfj8"
236,0.8622,Fri Jul 06 18:26:37 +0000 2018,0.0,0.61,0.39,CBS,Happy #InternationalKissingDay! See which stars we caught locking lips on the CBS Kiss Cam. 😘 https://t.co/oMPCHZlgCl
237,0.3612,Thu Jul 05 21:12:17 +0000 2018,0.0,0.898,0.102,CBS,Have you heard? Tonight's the first Live Show of #BB20. Grab a seat and get ready to watch the action unfold on CBS… https://t.co/0YgRV1HLGd
238,0.3182,Mon Jul 02 21:13:11 +0000 2018,0.0,0.892,0.108,CBS,"How much does it cost to bury the truth? #OneDollar premieres Thursday, August 30, exclusively on CBS All Access.… https://t.co/1tab8eCaFz"
239,0.0,Mon Jul 02 20:47:32 +0000 2018,0.0,1.0,0.0,CBS,Take a first look at our @Comic_Con lineup along with details of what you can expect to see:… https://t.co/JqBtlKcwq3
240,0.8519,Sat Jul 21 16:00:06 +0000 2018,0.0,0.558,0.442,CNN,Jamie Lee Curtis shares sweet moment with Comic-Con fan who says she saved his life https://t.co/nHQvA8IXLX https://t.co/gW0QjBLahp
241,-0.2263,Sat Jul 21 15:45:05 +0000 2018,0.147,0.853,0.0,CNN,"After plastic straws, this entrepreneur wants plastic toothbrushes to disappear https://t.co/EBx3wJFkky https://t.co/rKwY4XPPl3"
242,0.0,Sat Jul 21 15:30:05 +0000 2018,0.0,1.0,0.0,CNN,This is what Shonda Rhimes has been working on for Netflix https://t.co/rqgaxuPZNv https://t.co/Ia814PdLNO
243,-0.7184,Sat Jul 21 15:15:06 +0000 2018,0.337,0.543,0.12,CNN,"It is wrong, dangerous and un-American for President Trump to attack the free press, writes former Reagan spokesman… https://t.co/wz1JuYg6jy"
244,0.0,Sat Jul 21 15:03:17 +0000 2018,0.0,1.0,0.0,CNN,"President Trump says it's ""inconceivable"" that his former personal lawyer, Michael Cohen, recorded conversation abo… https://t.co/uD1PdBsq9W"
245,0.0,Sat Jul 21 14:01:06 +0000 2018,0.0,1.0,0.0,CNN,How the year 2006 changed the internet forever https://t.co/EDqB76piSg https://t.co/BJtN5EjIhE
246,-0.3182,Sat Jul 21 13:48:05 +0000 2018,0.161,0.839,0.0,CNN,"Facebook's rhetoric on misinformation doesn't match its actions, writes CNN's @oliverdarcy https://t.co/yhFdWCIxOa https://t.co/EG0ilFRc7A"
247,0.0,Sat Jul 21 13:31:00 +0000 2018,0.0,1.0,0.0,CNN,Watch this massive cargo plane pull off a loop-the-loop https://t.co/ySjuGTag20 https://t.co/5OHPD00N3H
248,0.0,Sat Jul 21 13:01:00 +0000 2018,0.0,1.0,0.0,CNN,"Insurance, closing costs, fixed-rate mortgages — Here’s what to know before buying your first home:… https://t.co/ZeAy98setJ"
249,-0.296,Sat Jul 21 12:31:00 +0000 2018,0.099,0.901,0.0,CNN,"San Francisco officials are taking steps to stop fans from flocking to the famous ""Full House"" home. After years of… https://t.co/cstiXebGp9"
250,0.0,Sat Jul 21 12:01:00 +0000 2018,0.0,1.0,0.0,CNN,Maria Rose Belding remembers throwing away hundreds of boxes of mac and cheese because they had expired. Now she's… https://t.co/zatfTIDOKh
251,0.0,Sat Jul 21 11:31:00 +0000 2018,0.0,1.0,0.0,CNN,"Rishikesh is known for its spirituality, but it's also home to a 273-foot-high perch that's said to be the highest… https://t.co/GSAV3oRLFb"
252,0.4019,Sat Jul 21 11:01:00 +0000 2018,0.122,0.608,0.271,CNN,"From Joan Rivers to Wanda Sykes, these hilarious comedians pull no punches. https://t.co/qcB8Vv3kIG https://t.co/c9SEOhyYxr"
253,0.0,Sat Jul 21 10:31:00 +0000 2018,0.0,1.0,0.0,CNN,"Goldman Sachs' next CEO, David Solomon, also moonlights as an electronic dance DJ.

His stage name is DJ D-Sol.… https://t.co/AE5TZQYLUM"
254,0.743,Sat Jul 21 10:01:00 +0000 2018,0.0,0.717,0.283,CNN,"France's Kylian Mbappe is donating his #WorldCup winnings to a charity in his hometown, a low-income suburb on the… https://t.co/bhPeNWqF2l"
255,0.2023,Sat Jul 21 09:31:00 +0000 2018,0.0,0.927,0.073,CNN,"Rome is known for its history, its food -- and its crowds. Here are some top tips from a tour guide of 35 years… https://t.co/oGEWOA6QNr"
256,0.0772,Sat Jul 21 09:01:05 +0000 2018,0.0,0.936,0.064,CNN,"🌕🌕🌕🌕🌕🌕
🌕🌕🌕🌕🌕🌕
12 new moons have been discovered around Jupiter, bringing the planet's total number of known moons t… https://t.co/G2BR5H9qpO"
257,0.0,Sat Jul 21 08:31:00 +0000 2018,0.0,1.0,0.0,CNN,"Airbus' massive Beluga XL ""flying whale"" just completed its first test flight. 

You probably won't get to fly in i… https://t.co/ZhdbM7WpQ9"
258,-0.6969,Sat Jul 21 08:01:00 +0000 2018,0.233,0.767,0.0,CNN,"With more than 230 obstacles spread over a single 20-mile loop, the Rat Race Dirty Weekend purports to be the large… https://t.co/FmM6V3EOcW"
259,0.0,Sat Jul 21 07:31:00 +0000 2018,0.0,1.0,0.0,CNN,A massive Russian ship -- with a potential fortune in gold on board -- has been discovered at the bottom of the oce… https://t.co/XkhCRqinze
260,0.0,Sat Jul 21 20:13:14 +0000 2018,0.0,1.0,0.0,Fox News,"Happening Now: ""Keep Families Together"" rally held in Los Angeles; @Jeff_Journalist reports. https://t.co/zeUQtmn0s1"
261,0.1779,Sat Jul 21 20:12:08 +0000 2018,0.182,0.584,0.234,Fox News,Lightning strikes woman at country music festival in Wisconsin https://t.co/GilNyNPcJ5
