,tcompound,tdate,tneg,tneu,tpos,tsource,ttext
507,-0.296,Sat Jul 21 19:15:06 +0000 2018,0.167,0.833,0.0,CNN,Man accused of carrying out shooting at Maryland newspaper indicted https://t.co/Aedg8wWMnY https://t.co/axV9JVnlyD
508,0.3612,Sat Jul 21 19:00:11 +0000 2018,0.0,0.848,0.152,CNN,President Trump's lawyers have waived attorney-client privilege regarding a secretly recorded discussion he had in… https://t.co/s2Vp4wp7ZL
509,0.5413,Sat Jul 21 18:45:06 +0000 2018,0.0,0.845,0.155,CNN,Australian racing driver Daniel Ricciardo says this year's F1 title race is the most exciting it's been for years… https://t.co/r4FqVhDf56
510,-0.3182,Sat Jul 21 18:30:13 +0000 2018,0.108,0.892,0.0,CNN,"Republican leaders need to remember what happened the last time America chose to be isolated, writes Susan Dunn for… https://t.co/G5X9u2kx84"
511,0.0,Sat Jul 21 18:15:08 +0000 2018,0.0,1.0,0.0,CNN,Thailand slams foreign media for interviewing cave boys https://t.co/mQ77N1RpLo https://t.co/7cVYJohodf
512,0.5106,Sat Jul 21 18:00:11 +0000 2018,0.0,0.82,0.18,CNN,Baby girl born in Texas Chick-fil-A gets free food for life and a future job https://t.co/gPcd5Vs8h5 https://t.co/LvU1nddzBa
513,-0.2263,Sat Jul 21 17:45:07 +0000 2018,0.137,0.863,0.0,CNN,Gaza truce shaky after Israeli tank responds to reported fence breach https://t.co/IO50kxSkDF https://t.co/NM6pIV0B5F
514,0.0,Sat Jul 21 17:30:08 +0000 2018,0.0,1.0,0.0,CNN,New York Gov. Andrew Cuomo's large lead against candidate Cynthia Nixon in the upcoming gubernatorial primary is em… https://t.co/FzIqGJpjqp
515,0.0,Sat Jul 21 17:15:06 +0000 2018,0.0,1.0,0.0,CNN,The age of Alexandria Ocasio-Cortez https://t.co/nAfXUYIpB2 | Analysis by Gregory Krieg https://t.co/QeNO8434Xl
516,0.2023,Sat Jul 21 17:00:09 +0000 2018,0.0,0.87,0.13,CNN,"Treasury Secretary Steven Mnuchin says President Trump ""supports"" the Federal Reserve's independence… https://t.co/iWEb2WsdYw"
517,0.6705,Sat Jul 21 16:45:09 +0000 2018,0.0,0.744,0.256,CNN,Spain's right-wing Popular Party has elected 37-year-old Pablo Casado Blanco as its new leader at an extraordinary… https://t.co/QwFVd0OBJd
518,-0.6597,Sat Jul 21 16:30:02 +0000 2018,0.227,0.773,0.0,CNN,"It could take a year to get answers on the duck boat tragedy, official says https://t.co/yjdMUXKIY3 https://t.co/nfM7rOPpA9"
519,0.5719,Sat Jul 21 16:15:04 +0000 2018,0.0,0.791,0.209,CNN,"Why we should ditch the ""perfect woman"" myth, writes Reshma Saujani for @CNNOpinion https://t.co/q6kMx4AHar https://t.co/qlE5QOtgLx"
520,0.6369,Sat Jul 21 20:21:08 +0000 2018,0.0,0.679,0.321,BBC,"🎬🍿 A business trip leads to a chance encounter...

Pretty Woman | 10:20pm | @BBCOne | https://t.co/vCrrzh7bN7 https://t.co/KS0CZCwcDx"
521,-0.4939,Sat Jul 21 19:31:05 +0000 2018,0.259,0.741,0.0,BBC,"The ruins of a Cumbrian village have been exposed by the UK drought. 🌡

https://t.co/zCaOtOFM74"
522,0.4404,Sat Jul 21 18:02:06 +0000 2018,0.114,0.659,0.228,BBC,"😂 @RomeshRanga really REALLY can't stand Gogglebox. #LiveAtTheApollo

https://t.co/IMrhnETAg7"
523,0.0,Sat Jul 21 17:05:05 +0000 2018,0.0,1.0,0.0,BBC,"How being drawn naked helped these women reclaim their bodies. 
(via @BBCThree) https://t.co/h22GymBo6O"
524,0.0,Sat Jul 21 16:04:04 +0000 2018,0.0,1.0,0.0,BBC,Was the 😊the first emoticon? https://t.co/3eZwRPDqbJ
525,0.0,Sat Jul 21 15:04:19 +0000 2018,0.0,1.0,0.0,BBC,RT @BBCR1: From @ShawnMendes and @NiallOfficial to @DUALIPA and @ArianaGrande; 10 massive pop collabs we NEED to hear right now 👉 https://t…
526,0.8126,Sat Jul 21 15:04:02 +0000 2018,0.0,0.63,0.37,BBC,👰🎊🤵 @reallorraine and @robbeckettcomic host as two couples play for dream prizes and a chance to get married in fro… https://t.co/JOaddKsXdr
527,0.2023,Sat Jul 21 14:03:06 +0000 2018,0.139,0.648,0.213,BBC,A huge iceberg is looming over a village in Greenland. https://t.co/sDLtIq41Fj
528,0.0,Sat Jul 21 13:03:08 +0000 2018,0.0,1.0,0.0,BBC,"Would you consider becoming a hedgehog foster parent? 🦔 💕

https://t.co/qTzxBdTy1B"
529,-0.8316,Sat Jul 21 12:03:05 +0000 2018,0.328,0.672,0.0,BBC,"Maths, science, history and... death? 🎒📚🤔

Death could be added to the school timetable in Australia. 👉… https://t.co/l6jEPAaK64"
530,0.0,Sat Jul 21 11:16:04 +0000 2018,0.0,1.0,0.0,BBC,"🏃🏃‍♀️ @GabbyLogan presents live coverage from the first day of the #AnniversaryGames at the London Stadium.

Athlet… https://t.co/KD8QAeSMnA"
531,0.5719,Sat Jul 21 10:10:07 +0000 2018,0.0,0.73,0.27,BBC,🏃This 88-year-old runner has celebrated his 200th Parkrun in Manchester. https://t.co/9yG6L3bCye
532,0.7506,Sat Jul 21 09:03:03 +0000 2018,0.0,0.714,0.286,BBC,"Amazing innovation 💡
A family in France has become the first to move in to a 3D-printed house. https://t.co/FYDtNW19PL"
533,0.4939,Sat Jul 21 09:02:04 +0000 2018,0.0,0.842,0.158,BBC,🇱🇰 The Sri Lankan schoolgirl turned inventor trying to save the planet one lunchbox at a time. https://t.co/RZlJolph79
534,0.0,Sat Jul 21 08:32:20 +0000 2018,0.0,1.0,0.0,BBC,RT @bbcweather: In Pictures: The dramatic effect of the UK heatwave https://t.co/xmdTbUlpTy Jo https://t.co/mKIjUw8Yhs
535,-0.5267,Sat Jul 21 08:03:05 +0000 2018,0.206,0.794,0.0,BBC,"""I was training and missed it. I cried.""  ❤️️

@serenawilliams has opened up about missing her baby's first steps.… https://t.co/h7B11Zrvxy"
536,0.0,Sat Jul 21 07:03:03 +0000 2018,0.0,1.0,0.0,BBC,"Should we be allowed to modify human DNA in future children? 🔬

An inquiry has found editing human embryos 'morally… https://t.co/ym7J8WiOLt"
537,-0.4215,Fri Jul 20 19:02:04 +0000 2018,0.264,0.543,0.194,BBC,From honeymoon horror to a dine and dash: this is what happens when holiday romances go wrong. 🏝😳💔… https://t.co/o0skuAQ21P
538,0.0,Fri Jul 20 18:03:08 +0000 2018,0.0,1.0,0.0,BBC,🏥🎶 Every member of this choir is here on doctor's orders. https://t.co/5GLpzwPzwU
539,0.0,Fri Jul 20 17:02:06 +0000 2018,0.0,1.0,0.0,BBC,"📺 @louistheroux dives into the BBC Archives and selects his favourite documentaries.

Louis Theroux: Docs That Made… https://t.co/Hun3M35ZEQ"
540,-0.296,Sat Jul 21 00:55:28 +0000 2018,0.109,0.891,0.0,CBS,RT @MagnumPICBS: Couldn't make it to San Diego for the #MagnumPI panel? Here's everything you missed at #SDCC2018: https://t.co/Z7IBqF1YJ8…
541,-0.296,Sat Jul 21 00:19:12 +0000 2018,0.109,0.891,0.0,CBS,RT @bigbangtheory: The #BigBangTheory writers teased a honeymoon episode and more @YoungSheldon characters in Season 12 while speaking at #…
542,-0.7964,Sat Jul 21 00:10:00 +0000 2018,0.264,0.736,0.0,CBS,"RT @TrueCrimeCBS: When you find out you’ve been treated with chemo, but you don’t have cancer. #Whistleblower https://t.co/DAKwu1vcNX"
543,-0.6597,Fri Jul 20 23:44:54 +0000 2018,0.18,0.82,0.0,CBS,George blew the whistle on a doctor targeting those who believed they had cancer. What was the outcome? Find out to… https://t.co/rLlNzlK3Cy
544,0.3182,Fri Jul 20 22:29:36 +0000 2018,0.0,0.905,0.095,CBS,"RT @startrekcbs: Discover the next adventure of Starfleet in this first look at the season 2 premiere, coming early 2019. Season 1 is now s…"
545,0.0,Fri Jul 20 21:39:09 +0000 2018,0.0,1.0,0.0,CBS,Take a trip down memory lane with the cast and crew of @MagnumPICBS at #SDCC2018! https://t.co/jHVxm7kyaT
546,0.0,Fri Jul 20 15:08:23 +0000 2018,0.0,1.0,0.0,CBS,"This @cbsallaccess series is unlike any fairy tale you've ever seen before. @paulwesley, @kevwilliamson &amp;… https://t.co/icsSnPxKAr"
547,0.0,Tue Jul 17 17:55:25 +0000 2018,0.0,1.0,0.0,CBS,🤰👩‍👧🚫🍸 #WorldEmojiDay
548,0.0,Tue Jul 17 17:22:29 +0000 2018,0.0,1.0,0.0,CBS,👨📝✔️ #WorldEmojiDay
549,0.0,Tue Jul 17 17:22:29 +0000 2018,0.0,1.0,0.0,CBS,👩‍💼💼🇺🇸 #WorldEmojiDay
550,0.0,Tue Jul 17 17:22:29 +0000 2018,0.0,1.0,0.0,CBS,🕵️🕵️‍♀️ #WorldEmojiDay
551,0.0,Tue Jul 17 17:22:29 +0000 2018,0.0,1.0,0.0,CBS,⚓️🦅🇺🇸 #WorldEmojiDay
552,0.0,Tue Jul 17 17:22:29 +0000 2018,0.0,1.0,0.0,CBS,🏄🌴🚔 #WorldEmojiDay
553,0.0,Tue Jul 17 17:22:28 +0000 2018,0.0,1.0,0.0,CBS,💙👮🍽 #WorldEmojiDay
554,0.0,Tue Jul 17 17:22:28 +0000 2018,0.0,1.0,0.0,CBS,💣📎 #WorldEmojiDay
555,0.0,Tue Jul 17 17:22:28 +0000 2018,0.0,1.0,0.0,CBS,🌎☄️ #WorldEmojiDay
556,0.0,Tue Jul 17 17:22:28 +0000 2018,0.0,1.0,0.0,CBS,🏷💰🎰 #WorldEmojiDay
557,0.0,Tue Jul 17 17:22:28 +0000 2018,0.0,1.0,0.0,CBS,👶😴🚫 #WorldEmojiDay
558,0.0,Tue Jul 17 17:22:28 +0000 2018,0.0,1.0,0.0,CBS,🤝💼💰 #WorldEmojiDay
559,0.0,Tue Jul 17 17:22:27 +0000 2018,0.0,1.0,0.0,CBS,💄👠📷 #WorldEmojiDay
560,0.0,Sat Jul 21 21:12:29 +0000 2018,0.0,1.0,0.0,Fox News,"Millennials choosing ‘Instagrammable’ destinations for next trip, survey says
https://t.co/yonP7ZRgjE"
561,-0.34,Sat Jul 21 21:10:11 +0000 2018,0.167,0.833,0.0,Fox News,"Police officer goes the extra mile, carries woman's groceries uphill after fire https://t.co/ZIynGUZMJj"
562,0.0,Sat Jul 21 21:07:59 +0000 2018,0.0,1.0,0.0,Fox News,Mueller team wants to question Roger Stone associate Kristin Davis as part of Russia probe; @Garrett_FoxNews report… https://t.co/Mkvo6Xberg
563,0.0,Sat Jul 21 21:05:00 +0000 2018,0.0,1.0,0.0,Fox News,".@RepDeSantis: ""Putin meddled because he knew he could get away with it under Obama."" https://t.co/9tQ1EithoX"
564,0.0,Sat Jul 21 21:00:01 +0000 2018,0.0,1.0,0.0,Fox News,.@JoeBiden: “This administration’s policies that literally rip babies from the arms of their mothers and fathers -… https://t.co/0stKhBKI9u
565,0.5423,Sat Jul 21 20:57:03 +0000 2018,0.093,0.651,0.256,Fox News,Virginia auto tech hailed as hero after rescuing kitten stuck in car fender for 45 miles https://t.co/biuhOV9NRy
566,0.6369,Sat Jul 21 20:54:22 +0000 2018,0.0,0.802,0.198,Fox News,"The dating swamp: How finding love in DC may be impossible for young Trump and GOP staffers
https://t.co/sPv5lwgmdH"
567,0.34,Sat Jul 21 20:51:36 +0000 2018,0.0,0.844,0.156,Fox News,"On ""Cavuto Live,"" former ICE Director Thomas Homan discussed border security policy. https://t.co/sW0LdsyGAj https://t.co/Y8ePSsJvit"
568,-0.5106,Sat Jul 21 20:49:20 +0000 2018,0.18,0.82,0.0,Fox News,"Turkish court orders U.S. pastor to remain in prison, next trial date set for October. https://t.co/UAUXtsh8Ci"
569,-0.9081,Sat Jul 21 20:47:09 +0000 2018,0.487,0.513,0.0,Fox News,Suspect in murder of Hawaii police officer killed in shootout with law enforcement https://t.co/9ZVz1V5Qcm https://t.co/3rcJiAmdwo
570,-0.8834,Sat Jul 21 20:40:10 +0000 2018,0.585,0.415,0.0,Fox News,Dallas officer killed by suspected drunk driver while on funeral escort https://t.co/mVWs18CGHZ
571,0.796,Sat Jul 21 20:37:06 +0000 2018,0.083,0.604,0.313,Fox News,".@RepMcCaul: ""The tax cuts have been very successful. They've primed this economy, one of the best economies we've… https://t.co/5RQMT4ZWub"
572,-0.4019,Sat Jul 21 20:34:31 +0000 2018,0.162,0.838,0.0,Fox News,Lou Holtz: Players 'Hurting the Future' by Kneeling for National Anthem Before NFL Games https://t.co/pIhx0MCfV2
573,0.0,Sat Jul 21 20:32:53 +0000 2018,0.0,1.0,0.0,Fox News,Maine beachgoers find decomposing body of possible basking shark: 'It was foul' https://t.co/NxZ7rfwo8h
574,-0.5859,Sat Jul 21 20:29:20 +0000 2018,0.304,0.696,0.0,Fox News,"Republicans, Democrats look to use Kavanaugh nomination as weapon in midterm fight
https://t.co/5BVLBQLwiH"
575,0.0,Sat Jul 21 20:27:00 +0000 2018,0.0,1.0,0.0,Fox News,".@GovMikeHuckabee: ""The people that serve us in the police agencies do so overworked, underpaid, underappreciated,… https://t.co/B9R7WipqUW"
576,0.0,Sat Jul 21 20:24:00 +0000 2018,0.0,1.0,0.0,Fox News,"Sunday at 8p ET: Watch a revealing interview with @Aerosmith frontman @IamStevenT on 'OBJECTified,' hosted by… https://t.co/47Narkg9yG"
577,0.0,Sat Jul 21 20:22:10 +0000 2018,0.0,1.0,0.0,Fox News,Historic plane crashes at Texas airport; 13 passengers onboard survive https://t.co/gYvRQb5lYc
578,-0.3182,Sat Jul 21 20:17:47 +0000 2018,0.173,0.827,0.0,Fox News,"Man loses 280 pounds in two years after walking 6,000 miles https://t.co/OwzB3AKoHW"
579,-0.5574,Sat Jul 21 20:14:25 +0000 2018,0.265,0.735,0.0,Fox News,"Trump calls Cohen's taping of phone call 'inconceivable,' possibly illegal https://t.co/DsXMvZSiob"
580,-0.6705,Sat Jul 21 21:00:11 +0000 2018,0.302,0.698,0.0,The New York Times,"On Monday, Israel's Parliament blocked critical groups from speaking in schools. 

On Tuesday, it cut off Palestini… https://t.co/2uGUbQ7MD6"
581,0.3612,Sat Jul 21 20:45:05 +0000 2018,0.0,0.839,0.161,The New York Times,"China is ready for the future, even if the future hasn’t quite arrived https://t.co/NnRydRzZVs"
582,0.4588,Sat Jul 21 20:30:11 +0000 2018,0.0,0.857,0.143,The New York Times,Kristin Davis said she didn't believe that Robert Mueller's interest had to do with her running a prostitution serv… https://t.co/J8Nj2Fm90T
583,-0.296,Sat Jul 21 20:15:05 +0000 2018,0.128,0.872,0.0,The New York Times,"A transgender woman said that a CVS pharmacist refused to fill a prescription for hormone therapy. CVS apologized,… https://t.co/n3mvTky7rd"
584,0.7717,Sat Jul 21 20:00:12 +0000 2018,0.0,0.729,0.271,The New York Times,This one pot coconut-poached fish with bok choy dish couldn’t be easier to assemble (and it looks beautiful too)… https://t.co/8aabgkGo3i
585,-0.8658,Sat Jul 21 19:47:47 +0000 2018,0.35,0.65,0.0,The New York Times,"The ""crying Nazi"" has been barred from Virginia for 5 years: He pleaded guilty to 2 counts of assault and battery a… https://t.co/Dyvnl2wNDu"
586,0.3321,Sat Jul 21 19:30:07 +0000 2018,0.0,0.878,0.122,The New York Times,Prosecutors believe that American Media Inc. acted more as a political supporter than as a news organization as it… https://t.co/f2RMu70uHf
587,0.121,Sat Jul 21 19:15:04 +0000 2018,0.133,0.71,0.157,The New York Times,It rarely pays to be loyal in the NBA these days. Clipper Darrell doesn't care. https://t.co/F0vZmFwcY9
588,0.296,Sat Jul 21 19:00:06 +0000 2018,0.0,0.761,0.239,The New York Times,"Before creating a multigenerational home, do your research https://t.co/o2uztOpT4i"
589,0.8271,Sat Jul 21 18:45:07 +0000 2018,0.0,0.697,0.303,The New York Times,"Tut tut, it looks like rain. Here are 33 New York cultural institutions you can visit for free, all thanks to your… https://t.co/VICG5bvroI"
590,0.6072,Sat Jul 21 18:30:09 +0000 2018,0.0,0.802,0.198,The New York Times,When's the confirmation for Supreme Court nominee Brett Kavanaugh? What's happened since the announcement? Get caug… https://t.co/YvlNo0wlZN
591,-0.4767,Sat Jul 21 18:15:07 +0000 2018,0.134,0.866,0.0,The New York Times,"In Opinion

Op-Ed columnist Frank Bruni writes, ""We got it wrong in 2016. We can get it right in 2018."" https://t.co/AAjuEBhpiF"
592,0.0,Sat Jul 21 18:00:11 +0000 2018,0.0,1.0,0.0,The New York Times,Experience in augmented reality the hazards that rescuers faced in a Thai cave as they brought 12 boys and their so… https://t.co/PbiUK0Htu3
593,0.5994,Sat Jul 21 17:45:06 +0000 2018,0.0,0.606,0.394,The New York Times,The Iron Lady loved teddy bears https://t.co/KnBfUGHy0C
594,-0.2023,Sat Jul 21 17:30:06 +0000 2018,0.079,0.921,0.0,The New York Times,"2 men were charged in the theft of $8 million in rare books and items from a Pittsburgh library, in a scheme that l… https://t.co/AnSGZBFzEY"
595,0.2263,Sat Jul 21 17:15:06 +0000 2018,0.0,0.899,0.101,The New York Times,"Fiat Chrysler’s CEO, Sergio Marchionne, is stepping down for health reasons. His successor, Mike Manley, leads the… https://t.co/i7WRnqNoTu"
596,-0.7351,Sat Jul 21 17:00:08 +0000 2018,0.237,0.763,0.0,The New York Times,"In Opinion 

Beth Macy writes, ""Only in death are those who are addicted seen as victims, as patients who might hav… https://t.co/tyCYm4g3F1"
597,-0.4019,Sat Jul 21 16:45:08 +0000 2018,0.162,0.838,0.0,The New York Times,"The Brazilian military’s push into politics is a major shift — and for many, a worrisome one https://t.co/Quk9NmEMbb"
598,0.0,Sat Jul 21 16:30:06 +0000 2018,0.0,1.0,0.0,The New York Times,Despite the dramatic overhaul of the city’s leadership following the deadly white nationalist rally in Charlottesvi… https://t.co/dwAE0BOROy
599,0.34,Sat Jul 21 16:15:03 +0000 2018,0.0,0.862,0.138,The New York Times,The national security establishment appears to be following a radically different Russia policy than the president https://t.co/5v8Vx4v6Zo
600,0.5574,Sat Jul 21 21:00:11 +0000 2018,0.0,0.816,0.184,CNN,Why Supreme Court nominee Brett Kavanaugh needs to brush up on his Watergate history https://t.co/O9z6wTDBO7 (via… https://t.co/Po2XR4cMcm
601,0.0,Sat Jul 21 20:45:05 +0000 2018,0.0,1.0,0.0,CNN,Democratic governors set to take on the bigger names in 2020 race https://t.co/8fHdmdAJPJ https://t.co/VQeC82deDY
602,-0.2732,Sat Jul 21 20:30:13 +0000 2018,0.149,0.851,0.0,CNN,NYPD files formal departmental charges against officers in Eric Garner case https://t.co/vGVhWB1yoN https://t.co/bnGe3TQCyY
603,0.0258,Sat Jul 21 20:15:05 +0000 2018,0.192,0.613,0.195,CNN,A minimum fealty to the truth demands that the United Nations condemn Hamas by name for firing rockets into Israel… https://t.co/oZY6CeRuDU
604,-0.3612,Sat Jul 21 20:00:09 +0000 2018,0.152,0.848,0.0,CNN,"President Trump is right: Britain is in turmoil, writes Jane Merrick for @CNNOpinion https://t.co/PoabgBCdIJ https://t.co/sGG5Pmuaar"
605,-0.4215,Sat Jul 21 19:45:05 +0000 2018,0.177,0.823,0.0,CNN,"With EPA rule change, worries linger for those near coal ash ponds https://t.co/iTAym7SdNQ https://t.co/Yd7rFTaMdS"
606,0.0,Sat Jul 21 19:30:07 +0000 2018,0.0,1.0,0.0,CNN,A look back at Air Force One's classic design https://t.co/ROFn9l04OJ https://t.co/7ODZm1bLxM
607,-0.296,Sat Jul 21 19:15:06 +0000 2018,0.167,0.833,0.0,CNN,Man accused of carrying out shooting at Maryland newspaper indicted https://t.co/Aedg8wWMnY https://t.co/axV9JVnlyD
608,0.3612,Sat Jul 21 19:00:11 +0000 2018,0.0,0.848,0.152,CNN,President Trump's lawyers have waived attorney-client privilege regarding a secretly recorded discussion he had in… https://t.co/s2Vp4wp7ZL
609,0.5413,Sat Jul 21 18:45:06 +0000 2018,0.0,0.845,0.155,CNN,Australian racing driver Daniel Ricciardo says this year's F1 title race is the most exciting it's been for years… https://t.co/r4FqVhDf56
610,-0.3182,Sat Jul 21 18:30:13 +0000 2018,0.108,0.892,0.0,CNN,"Republican leaders need to remember what happened the last time America chose to be isolated, writes Susan Dunn for… https://t.co/G5X9u2kx84"
611,0.0,Sat Jul 21 18:15:08 +0000 2018,0.0,1.0,0.0,CNN,Thailand slams foreign media for interviewing cave boys https://t.co/mQ77N1RpLo https://t.co/7cVYJohodf
612,0.5106,Sat Jul 21 18:00:11 +0000 2018,0.0,0.82,0.18,CNN,Baby girl born in Texas Chick-fil-A gets free food for life and a future job https://t.co/gPcd5Vs8h5 https://t.co/LvU1nddzBa
613,-0.2263,Sat Jul 21 17:45:07 +0000 2018,0.137,0.863,0.0,CNN,Gaza truce shaky after Israeli tank responds to reported fence breach https://t.co/IO50kxSkDF https://t.co/NM6pIV0B5F
614,0.0,Sat Jul 21 17:30:08 +0000 2018,0.0,1.0,0.0,CNN,New York Gov. Andrew Cuomo's large lead against candidate Cynthia Nixon in the upcoming gubernatorial primary is em… https://t.co/FzIqGJpjqp
615,0.0,Sat Jul 21 17:15:06 +0000 2018,0.0,1.0,0.0,CNN,The age of Alexandria Ocasio-Cortez https://t.co/nAfXUYIpB2 | Analysis by Gregory Krieg https://t.co/QeNO8434Xl
616,0.2023,Sat Jul 21 17:00:09 +0000 2018,0.0,0.87,0.13,CNN,"Treasury Secretary Steven Mnuchin says President Trump ""supports"" the Federal Reserve's independence… https://t.co/iWEb2WsdYw"
617,0.6705,Sat Jul 21 16:45:09 +0000 2018,0.0,0.744,0.256,CNN,Spain's right-wing Popular Party has elected 37-year-old Pablo Casado Blanco as its new leader at an extraordinary… https://t.co/QwFVd0OBJd
618,-0.6597,Sat Jul 21 16:30:02 +0000 2018,0.227,0.773,0.0,CNN,"It could take a year to get answers on the duck boat tragedy, official says https://t.co/yjdMUXKIY3 https://t.co/nfM7rOPpA9"
619,0.5719,Sat Jul 21 16:15:04 +0000 2018,0.0,0.791,0.209,CNN,"Why we should ditch the ""perfect woman"" myth, writes Reshma Saujani for @CNNOpinion https://t.co/q6kMx4AHar https://t.co/qlE5QOtgLx"
620,0.6369,Sat Jul 21 20:21:08 +0000 2018,0.0,0.679,0.321,BBC,"🎬🍿 A business trip leads to a chance encounter...

Pretty Woman | 10:20pm | @BBCOne | https://t.co/vCrrzh7bN7 https://t.co/KS0CZCwcDx"
621,-0.4939,Sat Jul 21 19:31:05 +0000 2018,0.259,0.741,0.0,BBC,"The ruins of a Cumbrian village have been exposed by the UK drought. 🌡

https://t.co/zCaOtOFM74"
622,0.4404,Sat Jul 21 18:02:06 +0000 2018,0.114,0.659,0.228,BBC,"😂 @RomeshRanga really REALLY can't stand Gogglebox. #LiveAtTheApollo

https://t.co/IMrhnETAg7"
623,0.0,Sat Jul 21 17:05:05 +0000 2018,0.0,1.0,0.0,BBC,"How being drawn naked helped these women reclaim their bodies. 
(via @BBCThree) https://t.co/h22GymBo6O"
624,0.0,Sat Jul 21 16:04:04 +0000 2018,0.0,1.0,0.0,BBC,Was the 😊the first emoticon? https://t.co/3eZwRPDqbJ
625,0.0,Sat Jul 21 15:04:19 +0000 2018,0.0,1.0,0.0,BBC,RT @BBCR1: From @ShawnMendes and @NiallOfficial to @DUALIPA and @ArianaGrande; 10 massive pop collabs we NEED to hear right now 👉 https://t…
626,0.8126,Sat Jul 21 15:04:02 +0000 2018,0.0,0.63,0.37,BBC,👰🎊🤵 @reallorraine and @robbeckettcomic host as two couples play for dream prizes and a chance to get married in fro… https://t.co/JOaddKsXdr
627,0.2023,Sat Jul 21 14:03:06 +0000 2018,0.139,0.648,0.213,BBC,A huge iceberg is looming over a village in Greenland. https://t.co/sDLtIq41Fj
628,0.0,Sat Jul 21 13:03:08 +0000 2018,0.0,1.0,0.0,BBC,"Would you consider becoming a hedgehog foster parent? 🦔 💕

https://t.co/qTzxBdTy1B"
629,-0.8316,Sat Jul 21 12:03:05 +0000 2018,0.328,0.672,0.0,BBC,"Maths, science, history and... death? 🎒📚🤔

Death could be added to the school timetable in Australia. 👉… https://t.co/l6jEPAaK64"
630,0.0,Sat Jul 21 11:16:04 +0000 2018,0.0,1.0,0.0,BBC,"🏃🏃‍♀️ @GabbyLogan presents live coverage from the first day of the #AnniversaryGames at the London Stadium.

Athlet… https://t.co/KD8QAeSMnA"
631,0.5719,Sat Jul 21 10:10:07 +0000 2018,0.0,0.73,0.27,BBC,🏃This 88-year-old runner has celebrated his 200th Parkrun in Manchester. https://t.co/9yG6L3bCye
632,0.7506,Sat Jul 21 09:03:03 +0000 2018,0.0,0.714,0.286,BBC,"Amazing innovation 💡
A family in France has become the first to move in to a 3D-printed house. https://t.co/FYDtNW19PL"
633,0.4939,Sat Jul 21 09:02:04 +0000 2018,0.0,0.842,0.158,BBC,🇱🇰 The Sri Lankan schoolgirl turned inventor trying to save the planet one lunchbox at a time. https://t.co/RZlJolph79
634,0.0,Sat Jul 21 08:32:20 +0000 2018,0.0,1.0,0.0,BBC,RT @bbcweather: In Pictures: The dramatic effect of the UK heatwave https://t.co/xmdTbUlpTy Jo https://t.co/mKIjUw8Yhs
635,-0.5267,Sat Jul 21 08:03:05 +0000 2018,0.206,0.794,0.0,BBC,"""I was training and missed it. I cried.""  ❤️️

@serenawilliams has opened up about missing her baby's first steps.… https://t.co/h7B11Zrvxy"
636,0.0,Sat Jul 21 07:03:03 +0000 2018,0.0,1.0,0.0,BBC,"Should we be allowed to modify human DNA in future children? 🔬

An inquiry has found editing human embryos 'morally… https://t.co/ym7J8WiOLt"
637,-0.4215,Fri Jul 20 19:02:04 +0000 2018,0.264,0.543,0.194,BBC,From honeymoon horror to a dine and dash: this is what happens when holiday romances go wrong. 🏝😳💔… https://t.co/o0skuAQ21P
638,0.0,Fri Jul 20 18:03:08 +0000 2018,0.0,1.0,0.0,BBC,🏥🎶 Every member of this choir is here on doctor's orders. https://t.co/5GLpzwPzwU
639,0.0,Fri Jul 20 17:02:06 +0000 2018,0.0,1.0,0.0,BBC,"📺 @louistheroux dives into the BBC Archives and selects his favourite documentaries.

Louis Theroux: Docs That Made… https://t.co/Hun3M35ZEQ"
640,-0.296,Sat Jul 21 00:55:28 +0000 2018,0.109,0.891,0.0,CBS,RT @MagnumPICBS: Couldn't make it to San Diego for the #MagnumPI panel? Here's everything you missed at #SDCC2018: https://t.co/Z7IBqF1YJ8…
641,-0.296,Sat Jul 21 00:19:12 +0000 2018,0.109,0.891,0.0,CBS,RT @bigbangtheory: The #BigBangTheory writers teased a honeymoon episode and more @YoungSheldon characters in Season 12 while speaking at #…
642,-0.7964,Sat Jul 21 00:10:00 +0000 2018,0.264,0.736,0.0,CBS,"RT @TrueCrimeCBS: When you find out you’ve been treated with chemo, but you don’t have cancer. #Whistleblower https://t.co/DAKwu1vcNX"
643,-0.6597,Fri Jul 20 23:44:54 +0000 2018,0.18,0.82,0.0,CBS,George blew the whistle on a doctor targeting those who believed they had cancer. What was the outcome? Find out to… https://t.co/rLlNzlK3Cy
644,0.3182,Fri Jul 20 22:29:36 +0000 2018,0.0,0.905,0.095,CBS,"RT @startrekcbs: Discover the next adventure of Starfleet in this first look at the season 2 premiere, coming early 2019. Season 1 is now s…"
645,0.0,Fri Jul 20 21:39:09 +0000 2018,0.0,1.0,0.0,CBS,Take a trip down memory lane with the cast and crew of @MagnumPICBS at #SDCC2018! https://t.co/jHVxm7kyaT
646,0.0,Fri Jul 20 15:08:23 +0000 2018,0.0,1.0,0.0,CBS,"This @cbsallaccess series is unlike any fairy tale you've ever seen before. @paulwesley, @kevwilliamson &amp;… https://t.co/icsSnPxKAr"
647,0.0,Tue Jul 17 17:55:25 +0000 2018,0.0,1.0,0.0,CBS,🤰👩‍👧🚫🍸 #WorldEmojiDay
648,0.0,Tue Jul 17 17:22:29 +0000 2018,0.0,1.0,0.0,CBS,👨📝✔️ #WorldEmojiDay
